family,case,classification,historical_seed,candidate_seed_or_repetition,timer,fixture_profile,fixture_bytes,fixture_files,route,setup_policy,registered_seed_min,registered_seed_max,reason
dedup_workspace_reuse,dedup-workspace-local-10-compact-v2,directly-comparable,1,1,pure_call_sum_ns,compact-low-tier-v2,10485760,10,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-local-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,134217728,128,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-local-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,134217728,128,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-unique-1-compact-v2,directly-comparable,1,1,pure_call_sum_ns,compact-low-tier-v2,1048576,1,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-unique-10-compact-v2,directly-comparable,1,1,pure_call_sum_ns,compact-low-tier-v2,10485760,10,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-unique-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,134217728,128,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-unique-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,134217728,128,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-unique-1-base128-v3,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,134217728,128,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_workspace_reuse,dedup-workspace-unique-10-base128-v3,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,134217728,128,workspace,post-init,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-anchor-1,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,1048576,1,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-unique-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,10485760,10,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-unique-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,104857600,100,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-unique-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,524288000,500,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-identical-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,10485760,10,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-identical-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,104857600,100,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-identical-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,524288000,500,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-mixed-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,10485760,10,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-mixed-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,104857600,100,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cross_file,dedup-cross-file-mixed-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,524288000,500,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-overwrite-1,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,2097152,2,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-overwrite-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,11534336,11,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-overwrite-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,105906176,101,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-overwrite-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,525336576,501,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-insert-1,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,2101248,2,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-insert-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,11575296,11,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-insert-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,106315776,101,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-insert-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,527384576,501,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-delete-1,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,2093056,2,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-delete-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,11493376,11,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-delete-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,105496576,101,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-delete-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,523288576,501,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-common-body-1,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,2097152,2,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-common-body-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,11534336,11,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-common-body-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,105906176,101,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-common-body-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,525336576,501,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-scattered-1,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,2097152,2,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-scattered-10,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,11534336,11,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-scattered-100,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,105906176,101,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-scattered-500,directly-comparable,1,1,pure_call_sum_ns,registered-fixture,525336576,501,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
dedup_cdc_locality,dedup-cdc-boundaries-proof,proof-contract,1,1,pure_call_sum_ns,registered-fixture,884745,60,workspace,fresh-output,1,3,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-head-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-head-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-head-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-head-4k-on-500mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524288000,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-middle-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-middle-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-middle-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-middle-4k-on-500mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524288000,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-tail-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-tail-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-tail-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_preserving,overwrite-tail-4k-on-500mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524288000,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,insert-middle-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,insert-middle-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,insert-middle-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,insert-middle-4k-on-500mib-result-capped-v2-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524283904,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,delete-middle-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,delete-middle-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,delete-middle-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,delete-middle-4k-on-500mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524288000,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,append-tail-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,append-tail-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,append-tail-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,append-tail-4k-on-500mib-result-capped-v2-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524283904,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,prepend-head-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,prepend-head-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,prepend-head-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,prepend-head-4k-on-500mib-result-capped-v2-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524283904,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-grow-middle-2k-to-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-grow-middle-2k-to-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-grow-middle-2k-to-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-grow-middle-2k-to-4k-on-500mib-result-capped-v2-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524285952,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-shrink-middle-4k-to-2k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-shrink-middle-4k-to-2k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-shrink-middle-4k-to-2k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,replace-shrink-middle-4k-to-2k-on-500mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524288000,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,truncate-tail-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,truncate-tail-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,truncate-tail-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,truncate-tail-4k-on-500mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524288000,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,zero-extend-tail-4k-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,zero-extend-tail-4k-on-10mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,10485760,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,zero-extend-tail-4k-on-100mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,104857600,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_length_changing,zero-extend-tail-4k-on-500mib-result-capped-v2-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,524283904,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
edit_canonical_chunk_count,overwrite-fixed-64k-chunk-count-preserve-on-1mib-ops-1,directly-comparable,1,1,edit_commit_ns,registered-fixture,1048576,1,sdk,post-init,1,5,"Identical family, fixture generator, schedule, operation and timer source at v0.1.3 and candidate; runtime recipe/content and timer validation required. Optional endurance unexecuted historically."
