selected,kind,prefix_edges,physical_records_count,canonical_bytes,target_raw_bytes,header_bytes,frame_bytes,maximum_closure_raw_bytes,population,snapshot,provenance,status
1,NATIVE_FULL,0,28106,195941878,195351652,140530,68435250,32768,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_FULL,1,0,0,0,0,0,null,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_FULL,2,0,0,0,0,0,null,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_FULL,3,0,0,0,0,0,null,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_FULL,4,0,0,0,0,0,null,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_PREFIX,0,0,0,0,0,0,null,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_PREFIX,1,19413,155243143,154835470,718281,8548780,65536,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_PREFIX,2,15518,134380364,134054486,574166,7228932,98304,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_PREFIX,3,12852,116689257,116419365,475524,6046612,131072,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
1,NATIVE_PREFIX,4,10523,102908171,102687188,389351,5331474,163840,physical native records by selected flag/representation/depth; not public read-call histogram,final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
